puzzleid,functions,function_lengths,paint
12348,3,"['-sublen3', '-sublen4', '-sublen4']",[1]
12347,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[1]
12346,2,"['-sublen7', '-sublen4']",[1]
12345,1,['-sublen8'],[1]
12344,3,"['-sublen2', '-sublen6', '-sublen5']",[0]
12343,5,"['-sublen6', '-sublen5', '-sublen3', '-sublen3', '-sublen2']",[0]
12342,4,"['-sublen7', '-sublen6', '-sublen5', '-sublen4']",[0]
12341,2,"['-sublen2', '-sublen8']",[1]
12340,3,"['-sublen4', '-sublen6', '-sublen2']",[0]
12339,5,"['-sublen6', '-sublen10', '-sublen2', '-sublen5', '-sublen2']",[0]
12338,4,"['-sublen4', '-sublen7', '-sublen5', '-sublen6']",[1]
12337,4,"['-sublen3', '-sublen3', '-sublen3', '-sublen3']",[0]
11335,1,['-sublen10'],[0]
11334,2,"['-sublen8', '-sublen5']",[1]
11333,5,"['-sublen10', '-sublen5', '-sublen4', '-sublen4', '-sublen4']",[1]
11332,5,"['-sublen5', '-sublen6', '-sublen7', '-sublen6', '-sublen6']",[1]
11331,2,"['-sublen5', '-sublen7']",[1]
11330,3,"['-sublen3', '-sublen5', '-sublen7']",[1]
11329,5,"['-sublen6', '-sublen5', '-sublen7', '-sublen6', '-sublen4']",[1]
11328,2,"['-sublen10', '-sublen5']",[0]
11327,3,"['-sublen5', '-sublen10', '-sublen5']",[1]
11326,5,"['-sublen7', '-sublen6', '-sublen4', '-sublen3', '-sublen2']",[0]
11325,3,"['-sublen4', '-sublen7', '-sublen7']",[1]
11323,1,['-sublen6'],[0]
11322,4,"['-sublen9', '-sublen7', '-sublen7', '-sublen5']",[0]
11320,1,['-sublen4'],[0]
11319,3,"['-sublen9', '-sublen7', '-sublen3']",[1]
11318,2,"['-sublen8', '-sublen7']",[1]
11317,2,"['-sublen7', '-sublen7']",[1]
11316,1,['-sublen6'],[0]
11315,1,['-sublen8'],[0]
11314,4,"['-sublen5', '-sublen10', '-sublen10', '-sublen5']",[1]
11313,2,"['-sublen5', '-sublen5']",[0]
11312,3,"['-sublen3', '-sublen5', '-sublen3']",[0]
11311,2,"['-sublen3', '-sublen5']",[0]
11310,2,"['-sublen8', '-sublen2']",[0]
11309,5,"['-sublen2', '-sublen6', '-sublen7', '-sublen4', '-sublen5']",[0]
11308,2,"['-sublen5', '-sublen2']",[1]
11307,4,"['-sublen7', '-sublen2', '-sublen9', '-sublen5']",[0]
11306,5,"['-sublen7', '-sublen3', '-sublen4', '-sublen7', '-sublen3']",[0]
11305,3,"['-sublen5', '-sublen10', '-sublen10']",[0]
11304,4,"['-sublen5', '-sublen6', '-sublen3', '-sublen3']",[1]
11303,3,"['-sublen10', '-sublen5', '-sublen5']",[1]
11302,5,"['-sublen7', '-sublen5', '-sublen5', '-sublen6', '-sublen7']",[0]
11301,5,"['-sublen9', '-sublen9', '-sublen7', '-sublen3', '-sublen4']",[0]
11300,4,"['-sublen5', '-sublen5', '-sublen5', '-sublen10']",[0]
11299,1,['-sublen7'],[0]
11298,4,"['-sublen10', '-sublen6', '-sublen4', '-sublen7']",[0]
11297,4,"['-sublen9', '-sublen4', '-sublen5', '-sublen3']",[1]
11296,3,"['-sublen5', '-sublen10', '-sublen10']",[0]
11295,1,['-sublen7'],[0]
11294,3,"['-sublen10', '-sublen10', '-sublen10']",[0]
11293,5,"['-sublen5', '-sublen10', '-sublen10', '-sublen5', '-sublen5']",[0]
11292,3,"['-sublen8', '-sublen5', '-sublen4']",[0]
11291,2,"['-sublen10', '-sublen10']",[1]
11290,5,"['-sublen5', '-sublen5', '-sublen7', '-sublen7', '-sublen3']",[0]
11289,2,"['-sublen4', '-sublen3']",[0]
11288,2,"['-sublen5', '-sublen6']",[0]
11287,3,"['-sublen10', '-sublen10', '-sublen10']",[0]
11286,2,"['-sublen7', '-sublen3']",[0]
11285,4,"['-sublen4', '-sublen5', '-sublen4', '-sublen4']",[0]
11284,2,"['-sublen4', '-sublen6']",[0]
11283,2,"['-sublen5', '-sublen5']",[0]
11282,2,"['-sublen10', '-sublen5']",[1]
11281,4,"['-sublen8', '-sublen3', '-sublen3', '-sublen4']",[1]
11280,2,"['-sublen9', '-sublen6']",[1]
11279,2,"['-sublen5', '-sublen5']",[1]
11278,4,"['-sublen8', '-sublen6', '-sublen4', '-sublen4']",[0]
11277,3,"['-sublen3', '-sublen3', '-sublen3']",[1]
11276,3,"['-sublen2', '-sublen8', '-sublen2']",[0]
11275,5,"['-sublen5', '-sublen3', '-sublen4', '-sublen3', '-sublen2']",[0]
11274,3,"['-sublen9', '-sublen8', '-sublen9']",[0]
11273,2,"['-sublen4', '-sublen3']",[1]
11272,1,['-sublen6'],[0]
11271,2,"['-sublen3', '-sublen5']",[0]
11270,3,"['-sublen2', '-sublen5', '-sublen2']",[0]
11269,2,"['-sublen7', '-sublen4']",[1]
11268,2,"['-sublen3', '-sublen3']",[0]
11267,3,"['-sublen3', '-sublen4', '-sublen3']",[1]
11266,2,"['-sublen3', '-sublen8']",[0]
11265,3,"['-sublen5', '-sublen10', '-sublen2']",[1]
11264,5,"['-sublen3', '-sublen9', '-sublen8', '-sublen6', '-sublen2']",[0]
11263,4,"['-sublen4', '-sublen3', '-sublen3', '-sublen3']",[0]
11262,3,"['-sublen4', '-sublen4', '-sublen4']",[0]
11261,1,['-sublen6'],[1]
11260,2,"['-sublen3', '-sublen4']",[1]
11259,1,['-sublen6'],[1]
11258,1,['-sublen5'],[0]
11257,1,['-sublen5'],[1]
11256,3,"['-sublen3', '-sublen4', '-sublen4']",[0]
11255,5,"['-sublen6', '-sublen5', '-sublen7', '-sublen5', '-sublen7']",[1]
11254,5,"['-sublen4', '-sublen6', '-sublen3', '-sublen6', '-sublen8']",[0]
11253,4,"['-sublen5', '-sublen5', '-sublen5', '-sublen5']",[1]
11252,5,"['-sublen4', '-sublen6', '-sublen7', '-sublen4', '-sublen7']",[1]
11251,2,"['-sublen6', '-sublen10']",[1]
11250,2,"['-sublen3', '-sublen4']",[1]
11249,4,"['-sublen3', '-sublen6', '-sublen9', '-sublen2']",[0]
11248,3,"['-sublen6', '-sublen6', '-sublen6']",[1]
11247,2,"['-sublen6', '-sublen5']",[1]
11246,4,"['-sublen3', '-sublen7', '-sublen5', '-sublen8']",[1]
11245,4,"['-sublen3', '-sublen5', '-sublen3', '-sublen3']",[1]
11244,1,['-sublen10'],[0]
11243,1,['-sublen10'],[1]
11242,4,"['-sublen5', '-sublen10', '-sublen3', '-sublen3']",[1]
11241,3,"['-sublen10', '-sublen5', '-sublen3']",[0]
11240,1,['-sublen10'],[1]
11239,5,"['-sublen4', '-sublen3', '-sublen5', '-sublen3', '-sublen4']",[1]
11238,3,"['-sublen5', '-sublen10', '-sublen5']",[1]
11236,3,"['-sublen4', '-sublen8', '-sublen4']",[1]
11234,1,['-sublen10'],[0]
11233,2,"['-sublen5', '-sublen10']",[0]
11232,2,"['-sublen5', '-sublen10']",[1]
11231,5,"['-sublen10', '-sublen5', '-sublen4', '-sublen3', '-sublen2']",[1]
11230,4,"['-sublen6', '-sublen7', '-sublen6', '-sublen2']",[1]
11229,2,"['-sublen5', '-sublen3']",[1]
11228,1,['-sublen8'],[0]
11227,2,"['-sublen4', '-sublen4']",[0]
11226,2,"['-sublen10', '-sublen3']",[0]
11225,5,"['-sublen9', '-sublen8', '-sublen6', '-sublen6', '-sublen5']",[1]
11224,3,"['-sublen5', '-sublen5', '-sublen4']",[1]
11223,2,"['-sublen7', '-sublen3']",[1]
11222,4,"['-sublen4', '-sublen5', '-sublen6', '-sublen6']",[1]
11221,3,"['-sublen10', '-sublen5', '-sublen5']",[1]
11220,3,"['-sublen5', '-sublen5', '-sublen5']",[1]
11219,1,['-sublen8'],[1]
11218,2,"['-sublen10', '-sublen5']",[1]
11217,1,['-sublen10'],[1]
11216,1,['-sublen7'],[1]
11215,4,"['-sublen8', '-sublen8', '-sublen4', '-sublen5']",[1]
11214,4,"['-sublen10', '-sublen10', '-sublen10', '-sublen5']",[1]
11213,5,"['-sublen10', '-sublen3', '-sublen7', '-sublen10', '-sublen10']",[1]
11212,5,"['-sublen8', '-sublen8', '-sublen8', '-sublen8', '-sublen3']",[1]
11210,1,['-sublen10'],[1]
11209,2,"['-sublen5', '-sublen10']",[1]
11208,4,"['-sublen5', '-sublen7', '-sublen4', '-sublen2']",[0]
11207,1,['-sublen10'],[0]
11206,2,"['-sublen10', '-sublen7']",[0]
11205,2,"['-sublen10', '-sublen10']",[0]
11204,1,['-sublen9'],[0]
11203,1,['-sublen6'],[0]
11201,1,['-sublen10'],[0]
11200,4,"['-sublen2', '-sublen5', '-sublen5', '-sublen3']",[0]
11199,3,"['-sublen10', '-sublen7', '-sublen9']",[0]
11198,2,"['-sublen10', '-sublen3']",[0]
11197,2,"['-sublen5', '-sublen3']",[0]
11196,3,"['-sublen9', '-sublen8', '-sublen2']",[1]
11195,2,"['-sublen5', '-sublen7']",[0]
11194,4,"['-sublen6', '-sublen10', '-sublen2', '-sublen6']",[0]
11193,5,"['-sublen4', '-sublen5', '-sublen4', '-sublen3', '-sublen3']",[1]
11192,4,"['-sublen4', '-sublen2', '-sublen6', '-sublen5']",[0]
11191,2,"['-sublen5', '-sublen5']",[1]
11184,2,"['-sublen5', '-sublen4']",[1]
11183,5,"['-sublen6', '-sublen2', '-sublen2', '-sublen8', '-sublen5']",[0]
11182,5,"['-sublen9', '-sublen8', '-sublen3', '-sublen2', '-sublen8']",[0]
11181,1,['-sublen6'],[1]
11180,3,"['-sublen7', '-sublen6', '-sublen3']",[0]
11179,3,"['-sublen3', '-sublen5', '-sublen5']",[1]
11178,3,"['-sublen6', '-sublen8', '-sublen3']",[1]
11177,1,['-sublen10'],[0]
11176,2,"['-sublen5', '-sublen10']",[0]
11175,2,"['-sublen7', '-sublen4']",[0]
11174,2,"['-sublen2', '-sublen3']",[0]
11173,4,"['-sublen9', '-sublen2', '-sublen4', '-sublen3']",[0]
11172,2,"['-sublen8', '-sublen2']",[0]
11171,2,"['-sublen3', '-sublen6']",[1]
11170,5,"['-sublen6', '-sublen10', '-sublen2', '-sublen5', '-sublen4']",[0]
11169,3,"['-sublen10', '-sublen10', '-sublen10']",[0]
11168,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen5', '-sublen5']",[0]
11167,4,"['-sublen10', '-sublen10', '-sublen10', '-sublen2']",[0]
11166,5,"['-sublen4', '-sublen6', '-sublen7', '-sublen3', '-sublen4']",[0]
11165,2,"['-sublen5', '-sublen5']",[0]
11164,2,"['-sublen3', '-sublen3']",[0]
11163,1,['-sublen10'],[1]
11162,3,"['-sublen3', '-sublen5', '-sublen9']",[0]
11161,2,"['-sublen5', '-sublen7']",[0]
11160,5,"['-sublen9', '-sublen6', '-sublen4', '-sublen2', '-sublen8']",[0]
11159,3,"['-sublen10', '-sublen10', '-sublen5']",[1]
11158,2,"['-sublen5', '-sublen10']",[0]
11157,3,"['-sublen8', '-sublen4', '-sublen3']",[0]
11156,2,"['-sublen4', '-sublen4']",[1]
11155,2,"['-sublen3', '-sublen4']",[0]
11154,5,"['-sublen9', '-sublen4', '-sublen4', '-sublen3', '-sublen2']",[0]
11153,1,['-sublen10'],[0]
11152,5,"['-sublen10', '-sublen9', '-sublen4', '-sublen3', '-sublen2']",[0]
11151,2,"['-sublen7', '-sublen6']",[1]
11150,2,"['-sublen8', '-sublen7']",[1]
11149,5,"['-sublen10', '-sublen10', '-sublen4', '-sublen3', '-sublen2']",[0]
11148,4,"['-sublen5', '-sublen3', '-sublen2', '-sublen2']",[0]
11146,2,"['-sublen8', '-sublen7']",[1]
11145,2,"['-sublen7', '-sublen7']",[1]
11144,4,"['-sublen4', '-sublen4', '-sublen2', '-sublen2']",[1]
11143,5,"['-sublen3', '-sublen4', '-sublen3', '-sublen4', '-sublen8']",[0]
11142,5,"['-sublen7', '-sublen7', '-sublen7', '-sublen7', '-sublen7']",[0]
11141,2,"['-sublen3', '-sublen6']",[1]
11140,3,"['-sublen2', '-sublen6', '-sublen2']",[0]
11139,3,"['-sublen9', '-sublen5', '-sublen8']",[1]
11138,2,"['-sublen7', '-sublen10']",[0]
11136,5,"['-sublen10', '-sublen10', '-sublen5', '-sublen4', '-sublen3']",[0]
11133,5,"['-sublen10', '-sublen10', '-sublen3', '-sublen2', '-sublen2']",[0]
11132,3,"['-sublen4', '-sublen3', '-sublen3']",[1]
11131,2,"['-sublen10', '-sublen2']",[0]
11130,3,"['-sublen10', '-sublen10', '-sublen5']",[0]
11129,2,"['-sublen3', '-sublen2']",[1]
11128,5,"['-sublen4', '-sublen5', '-sublen7', '-sublen9', '-sublen2']",[0]
11127,1,['-sublen10'],[1]
11126,2,"['-sublen4', '-sublen4']",[0]
11125,3,"['-sublen3', '-sublen3', '-sublen2']",[0]
11124,2,"['-sublen5', '-sublen4']",[1]
11123,5,"['-sublen5', '-sublen3', '-sublen3', '-sublen3', '-sublen3']",[1]
11122,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
11121,2,"['-sublen3', '-sublen6']",[0]
11120,1,['-sublen10'],[1]
11119,5,"['-sublen5', '-sublen5', '-sublen5', '-sublen5', '-sublen5']",[1]
11118,2,"['-sublen2', '-sublen5']",[0]
11117,1,['-sublen9'],[0]
11116,1,['-sublen8'],[0]
11115,5,"['-sublen7', '-sublen8', '-sublen5', '-sublen3', '-sublen3']",[0]
11114,4,"['-sublen4', '-sublen2', '-sublen4', '-sublen2']",[0]
11113,2,"['-sublen3', '-sublen6']",[1]
11111,2,"['-sublen10', '-sublen10']",[0]
11110,1,['-sublen6'],[0]
11109,1,['-sublen4'],[0]
11108,2,"['-sublen8', '-sublen10']",[0]
11107,1,['-sublen5'],[1]
11106,1,['-sublen10'],[0]
11105,1,['-sublen5'],[1]
11104,4,"['-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
11103,2,"['-sublen5', '-sublen5']",[0]
11102,3,"['-sublen7', '-sublen4', '-sublen3']",[0]
11101,3,"['-sublen4', '-sublen5', '-sublen3']",[0]
11100,5,"['-sublen9', '-sublen9', '-sublen8', '-sublen2', '-sublen2']",[0]
11099,5,"['-sublen7', '-sublen7', '-sublen6', '-sublen2', '-sublen2']",[0]
11098,4,"['-sublen5', '-sublen6', '-sublen6', '-sublen2']",[0]
11096,1,['-sublen4'],[1]
11084,2,"['-sublen7', '-sublen4']",[0]
11083,3,"['-sublen10', '-sublen10', '-sublen4']",[0]
11082,2,"['-sublen4', '-sublen7']",[0]
11081,3,"['-sublen4', '-sublen4', '-sublen2']",[0]
11080,3,"['-sublen4', '-sublen4', '-sublen5']",[0]
11079,4,"['-sublen6', '-sublen6', '-sublen4', '-sublen5']",[0]
11078,3,"['-sublen5', '-sublen4', '-sublen4']",[0]
11077,3,"['-sublen4', '-sublen4', '-sublen4']",[0]
11076,4,"['-sublen5', '-sublen5', '-sublen4', '-sublen3']",[0]
11075,4,"['-sublen3', '-sublen3', '-sublen6', '-sublen2']",[0]
11074,2,"['-sublen9', '-sublen4']",[1]
11073,2,"['-sublen7', '-sublen5']",[0]
11072,3,"['-sublen6', '-sublen3', '-sublen2']",[0]
11071,2,"['-sublen4', '-sublen4']",[0]
11070,1,['-sublen6'],[0]
11069,5,"['-sublen10', '-sublen8', '-sublen6', '-sublen6', '-sublen5']",[1]
11068,1,['-sublen5'],[1]
11067,5,"['-sublen3', '-sublen3', '-sublen4', '-sublen3', '-sublen3']",[0]
11066,3,"['-sublen3', '-sublen4', '-sublen7']",[0]
11065,3,"['-sublen3', '-sublen3', '-sublen2']",[0]
11064,1,['-sublen10'],[0]
11063,2,"['-sublen4', '-sublen3']",[0]
11062,1,['-sublen6'],[0]
11061,4,"['-sublen9', '-sublen2', '-sublen3', '-sublen3']",[0]
11060,1,['-sublen10'],[0]
11059,1,['-sublen10'],[0]
11058,5,"['-sublen4', '-sublen3', '-sublen3', '-sublen3', '-sublen3']",[0]
11057,2,"['-sublen10', '-sublen8']",[0]
11056,3,"['-sublen4', '-sublen3', '-sublen3']",[0]
11055,2,"['-sublen4', '-sublen7']",[0]
11054,2,"['-sublen4', '-sublen2']",[1]
11053,3,"['-sublen3', '-sublen2', '-sublen3']",[0]
11052,1,['-sublen7'],[0]
11051,5,"['-sublen7', '-sublen7', '-sublen6', '-sublen3', '-sublen2']",[0]
11050,1,['-sublen5'],[0]
11049,3,"['-sublen3', '-sublen4', '-sublen2']",[0]
11048,3,"['-sublen4', '-sublen4', '-sublen4']",[0]
11047,2,"['-sublen10', '-sublen10']",[0]
11046,4,"['-sublen4', '-sublen1', '-sublen8', '-sublen5']",[0]
11045,2,"['-sublen5', '-sublen5']",[0]
11044,1,['-sublen10'],[0]
11043,3,"['-sublen4', '-sublen4', '-sublen3']",[1]
11042,3,"['-sublen10', '-sublen10', '-sublen7']",[0]
11041,5,"['-sublen4', '-sublen2', '-sublen10', '-sublen3', '-sublen5']",[0]
11040,3,"['-sublen5', '-sublen5', '-sublen4']",[0]
11039,2,"['-sublen5', '-sublen8']",[0]
11038,1,['-sublen9'],[0]
11037,1,['-sublen5'],[0]
11036,3,"['-sublen8', '-sublen5', '-sublen5']",[0]
11035,3,"['-sublen3', '-sublen5', '-sublen5']",[0]
11034,2,"['-sublen7', '-sublen9']",[0]
11033,2,"['-sublen6', '-sublen5']",[0]
11032,3,"['-sublen6', '-sublen6', '-sublen6']",[1]
11031,3,"['-sublen6', '-sublen4', '-sublen7']",[0]
11030,5,"['-sublen10', '-sublen2', '-sublen2', '-sublen2', '-sublen2']",[0]
11029,2,"['-sublen6', '-sublen5']",[0]
11028,4,"['-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
11027,2,"['-sublen2', '-sublen3']",[0]
11026,4,"['-sublen6', '-sublen2', '-sublen8', '-sublen10']",[0]
11025,4,"['-sublen4', '-sublen4', '-sublen5', '-sublen3']",[0]
11024,4,"['-sublen3', '-sublen5', '-sublen4', '-sublen6']",[0]
11023,4,"['-sublen8', '-sublen2', '-sublen5', '-sublen3']",[0]
11022,2,"['-sublen9', '-sublen3']",[0]
11021,3,"['-sublen10', '-sublen10', '-sublen10']",[0]
11020,5,"['-sublen6', '-sublen3', '-sublen3', '-sublen4', '-sublen4']",[0]
11019,4,"['-sublen3', '-sublen5', '-sublen5', '-sublen6']",[0]
11018,2,"['-sublen5', '-sublen3']",[0]
11017,3,"['-sublen1', '-sublen4', '-sublen6']",[0]
11016,2,"['-sublen10', '-sublen10']",[0]
11015,3,"['-sublen5', '-sublen5', '-sublen5']",[0]
11014,4,"['-sublen3', '-sublen6', '-sublen6', '-sublen6']",[0]
11013,3,"['-sublen6', '-sublen2', '-sublen3']",[0]
11012,3,"['-sublen4', '-sublen3', '-sublen3']",[0]
11011,1,['-sublen8'],[0]
11010,2,"['-sublen10', '-sublen10']",[0]
11009,3,"['-sublen4', '-sublen4', '-sublen2']",[0]
11008,1,['-sublen5'],[0]
11007,1,['-sublen9'],[0]
11006,1,['-sublen6'],[0]
11004,2,"['-sublen3', '-sublen2']",[0]
11003,4,"['-sublen4', '-sublen3', '-sublen3', '-sublen6']",[0]
11002,5,"['-sublen5', '-sublen9', '-sublen5', '-sublen2', '-sublen2']",[0]
11001,3,"['-sublen6', '-sublen6', '-sublen5']",[0]
11000,2,"['-sublen2', '-sublen3']",[0]
10999,2,"['-sublen3', '-sublen5']",[0]
10998,1,['-sublen8'],[0]
10997,3,"['-sublen2', '-sublen2', '-sublen2']",[0]
10996,3,"['-sublen8', '-sublen5', '-sublen5']",[0]
10995,1,['-sublen4'],[0]
10994,3,"['-sublen5', '-sublen6', '-sublen3']",[0]
10993,3,"['-sublen5', '-sublen4', '-sublen4']",[0]
10992,3,"['-sublen9', '-sublen2', '-sublen2']",[1]
10991,5,"['-sublen8', '-sublen8', '-sublen3', '-sublen6', '-sublen7']",[0]
10990,3,"['-sublen4', '-sublen6', '-sublen6']",[0]
10989,4,"['-sublen6', '-sublen7', '-sublen9', '-sublen5']",[0]
10988,5,"['-sublen9', '-sublen3', '-sublen5', '-sublen4', '-sublen4']",[1]
10987,2,"['-sublen5', '-sublen6']",[0]
10986,4,"['-sublen5', '-sublen7', '-sublen7', '-sublen5']",[1]
10985,4,"['-sublen7', '-sublen2', '-sublen5', '-sublen2']",[1]
10984,1,['-sublen8'],[1]
10983,3,"['-sublen4', '-sublen4', '-sublen3']",[0]
10981,3,"['-sublen7', '-sublen8', '-sublen9']",[0]
10980,1,['-sublen10'],[0]
10979,4,"['-sublen7', '-sublen6', '-sublen4', '-sublen4']",[0]
10976,2,"['-sublen5', '-sublen5']",[0]
10975,3,"['-sublen6', '-sublen4', '-sublen2']",[1]
10974,1,['-sublen10'],[0]
10973,4,"['-sublen10', '-sublen2', '-sublen2', '-sublen3']",[0]
10972,4,"['-sublen10', '-sublen4', '-sublen5', '-sublen10']",[0]
10971,3,"['-sublen10', '-sublen10', '-sublen10']",[0]
10970,2,"['-sublen4', '-sublen2']",[1]
10969,2,"['-sublen4', '-sublen8']",[0]
10968,3,"['-sublen4', '-sublen2', '-sublen3']",[0]
10967,4,"['-sublen2', '-sublen2', '-sublen2', '-sublen4']",[0]
10966,5,"['-sublen10', '-sublen5', '-sublen5', '-sublen5', '-sublen5']",[0]
10965,3,"['-sublen3', '-sublen2', '-sublen2']",[0]
10964,3,"['-sublen10', '-sublen10', '-sublen10']",[0]
10963,4,"['-sublen4', '-sublen2', '-sublen4', '-sublen4']",[0]
10962,4,"['-sublen5', '-sublen5', '-sublen3', '-sublen4']",[0]
10961,3,"['-sublen10', '-sublen4', '-sublen6']",[0]
10960,4,"['-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
10959,3,"['-sublen4', '-sublen4', '-sublen3']",[0]
10958,4,"['-sublen3', '-sublen5', '-sublen6', '-sublen5']",[0]
10957,3,"['-sublen3', '-sublen8', '-sublen2']",[0]
10951,4,"['-sublen10', '-sublen5', '-sublen5', '-sublen5']",[0]
10950,4,"['-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
10949,5,"['-sublen4', '-sublen5', '-sublen5', '-sublen7', '-sublen9']",[0]
10948,1,['-sublen10'],[0]
10947,2,"['-sublen3', '-sublen3']",[0]
10946,5,"['-sublen10', '-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
10945,5,"['-sublen4', '-sublen5', '-sublen4', '-sublen4', '-sublen4']",[0]
10944,3,"['-sublen5', '-sublen6', '-sublen5']",[0]
10943,3,"['-sublen3', '-sublen3', '-sublen4']",[0]
10942,2,"['-sublen3', '-sublen4']",[0]
10941,1,['-sublen8'],[0]
10940,1,['-sublen8'],[0]
10939,1,['-sublen8'],[0]
10938,1,['-sublen8'],[0]
10937,1,['-sublen5'],[0]
10936,2,"['-sublen4', '-sublen4']",[0]
10935,2,"['-sublen3', '-sublen4']",[0]
10934,4,"['-sublen5', '-sublen4', '-sublen4', '-sublen4']",[0]
10933,3,"['-sublen4', '-sublen4', '-sublen4']",[0]
10932,3,"['-sublen10', '-sublen10', '-sublen10']",[0]
10931,2,"['-sublen4', '-sublen4']",[0]
10930,1,['-sublen5'],[0]
10929,2,"['-sublen3', '-sublen4']",[0]
10928,3,"['-sublen10', '-sublen10', '-sublen10']",[0]
10927,3,"['-sublen3', '-sublen5', '-sublen4']",[0]
10926,4,"['-sublen6', '-sublen4', '-sublen5', '-sublen4']",[0]
10925,5,"['-sublen3', '-sublen8', '-sublen6', '-sublen5', '-sublen4']",[0]
10924,2,"['-sublen2', '-sublen8']",[0]
10923,3,"['-sublen5', '-sublen3', '-sublen4']",[0]
10922,4,"['-sublen10', '-sublen2', '-sublen3', '-sublen3']",[0]
10921,2,"['-sublen10', '-sublen1']",[1]
10920,1,['-sublen10'],[0]
10919,1,['-sublen7'],[0]
10918,3,"['-sublen10', '-sublen6', '-sublen6']",[0]
10917,4,"['-sublen10', '-sublen8', '-sublen6', '-sublen10']",[1]
10916,3,"['-sublen5', '-sublen5', '-sublen4']",[0]
10915,5,"['-sublen9', '-sublen5', '-sublen3', '-sublen1', '-sublen3']",[0]
10914,4,"['-sublen5', '-sublen5', '-sublen5', '-sublen3']",[0]
10913,3,"['-sublen10', '-sublen9', '-sublen2']",[1]
10912,3,"['-sublen10', '-sublen9', '-sublen2']",[1]
10911,5,"['-sublen10', '-sublen4', '-sublen6', '-sublen3', '-sublen3']",[0]
10910,5,"['-sublen7', '-sublen5', '-sublen3', '-sublen6', '-sublen4']",[0]
10909,1,['-sublen4'],[0]
10908,5,"['-sublen10', '-sublen1', '-sublen2', '-sublen2', '-sublen2']",[0]
10907,1,['-sublen10'],[0]
10906,5,"['-sublen7', '-sublen2', '-sublen2', '-sublen2', '-sublen2']",[0]
10905,2,"['-sublen7', '-sublen3']",[0]
10904,2,"['-sublen5', '-sublen2']",[0]
10903,3,"['-sublen6', '-sublen2', '-sublen3']",[1]
10902,3,"['-sublen6', '-sublen6', '-sublen3']",[0]
10901,2,"['-sublen7', '-sublen5']",[0]
10900,2,"['-sublen2', '-sublen5']",[0]
10899,2,"['-sublen2', '-sublen5']",[0]
10898,3,"['-sublen10', '-sublen4', '-sublen3']",[0]
10897,3,"['-sublen4', '-sublen3', '-sublen2']",[0]
10896,3,"['-sublen3', '-sublen3', '-sublen2']",[0]
10895,1,['-sublen4'],[0]
10893,2,"['-sublen2', '-sublen3']",[0]
10892,3,"['-sublen3', '-sublen3', '-sublen2']",[0]
10891,2,"['-sublen5', '-sublen10']",[1]
10890,1,['-sublen10'],[1]
10889,2,"['-sublen4', '-sublen4']",[0]
10888,2,"['-sublen5', '-sublen4']",[0]
10887,3,"['-sublen2', '-sublen8', '-sublen5']",[0]
10886,2,"['-sublen4', '-sublen6']",[1]
10881,2,"['-sublen10', '-sublen3']",[0]
10880,2,"['-sublen10', '-sublen3']",[0]
10879,5,"['-sublen9', '-sublen7', '-sublen4', '-sublen3', '-sublen3']",[0]
10878,3,"['-sublen2', '-sublen6', '-sublen6']",[0]
10877,4,"['-sublen10', '-sublen10', '-sublen10', '-sublen10']",[0]
10876,2,"['-sublen3', '-sublen6']",[0]
10875,3,"['-sublen4', '-sublen4', '-sublen4']",[0]
10874,2,"['-sublen3', '-sublen5']",[0]
10873,3,"['-sublen2', '-sublen7', '-sublen5']",[1]
10872,5,"['-sublen3', '-sublen6', '-sublen5', '-sublen4', '-sublen5']",[0]
10871,3,"['-sublen5', '-sublen8', '-sublen5']",[0]
10870,2,"['-sublen10', '-sublen10']",[1]
10869,2,"['-sublen3', '-sublen7']",[0]
10868,1,['-sublen5'],[0]
10867,3,"['-sublen10', '-sublen5', '-sublen5']",[0]
10866,1,['-sublen10'],[0]
10865,5,"['-sublen10', '-sublen2', '-sublen2', '-sublen4', '-sublen5']",[0]
10864,2,"['-sublen7', '-sublen6']",[0]
10863,5,"['-sublen9', '-sublen2', '-sublen2', '-sublen2', '-sublen2']",[0]
